timestamp_system,timestamp_relative,subject_id,session_id,module_name,block_id,difficulty_level,event_type,event_subtype,zone_or_task_area,expected_action,actual_action,correctness,reaction_time_ms,adapt_action,adapt_dimension,marker_code
2026-04-02T15:33:43.404,3.022,1,1,module_a,1,L1,marker,block_start,,,,,,none,none,400
2026-04-02T15:33:43.404,3.022,1,1,module_a,1,L1,marker,module_A_start,,,,,,none,none,200
2026-04-02T15:33:43.404,3.022,1,1,module_a,1,L1,marker,difficulty_level,,,L1,,,none,none,410
2026-04-02T15:33:46.333,5.951,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:33:46.333,5.951,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:33:48.148,7.766,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:33:48.148,7.766,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:33:51.574,11.192,1,1,module_a,1,L1,marker,A_pseudo_alarm,动力/推进,none,,pending,,none,none,501
2026-04-02T15:33:51.574,11.192,1,1,module_a,1,L1,stimulus,pseudo_alarm_onset,动力/推进,none,,pending,,none,none,501
2026-04-02T15:33:55.939,15.557,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:33:55.939,15.557,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:33:57.752,17.370,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:33:57.752,17.370,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:34:01.194,20.812,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:34:01.194,20.812,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:34:02.990,22.608,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:34:02.990,22.608,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:34:05.005,24.623,1,1,module_a,1,L1,marker,module_A_end,,,,,,none,none,201
2026-04-02T15:34:05.005,24.623,1,1,module_a,1,L1,marker,block_end,,,,,,none,none,401
