timestamp_system,timestamp_relative,subject_id,session_id,module_name,block_id,difficulty_level,event_type,event_subtype,zone_or_task_area,expected_action,actual_action,correctness,reaction_time_ms,adapt_action,adapt_dimension,marker_code
2026-04-02T15:51:55.512,3.012,1,1,module_a,1,L1,marker,block_start,,,,,,none,none,400
2026-04-02T15:51:55.512,3.013,1,1,module_a,1,L1,marker,module_A_start,,,,,,none,none,200
2026-04-02T15:51:55.512,3.013,1,1,module_a,1,L1,marker,difficulty_level,,,L1,,,none,none,410
2026-04-02T15:51:58.559,6.060,1,1,module_a,1,L1,marker,A_pseudo_alarm,动力/推进,none,,pending,,none,none,501
2026-04-02T15:51:58.559,6.060,1,1,module_a,1,L1,stimulus,pseudo_alarm_onset,动力/推进,none,,pending,,none,none,501
2026-04-02T15:52:03.023,10.524,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:03.023,10.524,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:04.830,12.331,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:04.830,12.331,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:07.642,15.143,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:07.642,15.143,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:09.454,16.955,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:09.454,16.955,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:12.078,19.579,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:12.078,19.579,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:14.500,22.001,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:14.500,22.001,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:18.502,26.003,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:18.502,26.003,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:20.510,28.011,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:20.510,28.011,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:23.500,31.000,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:23.500,31.000,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:25.502,33.002,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:25.502,33.002,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:29.508,37.009,1,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:29.508,37.009,1,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:52:31.495,38.996,1,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:31.495,38.996,1,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:52:34.494,41.994,1,1,module_a,1,L1,marker,A_pseudo_alarm,动力/推进,none,,pending,,none,none,501
2026-04-02T15:52:34.494,41.994,1,1,module_a,1,L1,stimulus,pseudo_alarm_onset,动力/推进,none,,pending,,none,none,501
