timestamp_system,timestamp_relative,subject_id,session_id,module_name,block_id,difficulty_level,event_type,event_subtype,zone_or_task_area,expected_action,actual_action,correctness,reaction_time_ms,adapt_action,adapt_dimension,marker_code
2026-04-02T15:07:33.002,3.012,12,1,module_a,1,L1,marker,block_start,,,,,,none,none,400
2026-04-02T15:07:33.002,3.012,12,1,module_a,1,L1,marker,module_A_start,,,,,,none,none,200
2026-04-02T15:07:33.002,3.012,12,1,module_a,1,L1,marker,difficulty_level,,,L1,,,none,none,410
2026-04-02T15:07:36.000,6.010,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:36.000,6.010,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:37.799,7.809,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:37.799,7.809,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:41.360,11.370,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:41.360,11.370,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:43.161,13.170,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:43.161,13.170,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:46.083,16.093,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:46.083,16.093,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:47.882,17.891,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:47.882,17.891,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:51.268,21.278,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:51.268,21.278,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:53.067,23.077,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:53.067,23.077,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:55.882,25.891,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:55.882,25.891,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:07:57.679,27.689,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:07:57.679,27.689,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:00.517,30.527,12,1,module_a,1,L1,marker,A_noncritical,动力/推进,none,,pending,,none,none,502
2026-04-02T15:08:00.517,30.527,12,1,module_a,1,L1,stimulus,noncritical_onset,动力/推进,none,,pending,,none,none,502
2026-04-02T15:08:05.312,35.321,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:05.311,35.321,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:07.109,37.119,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:07.109,37.119,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:10.642,40.651,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:10.642,40.651,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:12.441,42.451,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:12.441,42.451,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:15.230,45.240,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:15.230,45.240,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:17.030,47.039,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:17.029,47.039,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:20.320,50.330,12,1,module_a,1,L1,marker,A_noncritical,动力/推进,none,,pending,,none,none,502
2026-04-02T15:08:20.320,50.330,12,1,module_a,1,L1,stimulus,noncritical_onset,动力/推进,none,,pending,,none,none,502
2026-04-02T15:08:24.780,54.790,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:24.780,54.790,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:26.582,56.592,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:26.582,56.592,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:30.031,60.040,12,1,module_a,1,L1,marker,A_target_alarm,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:30.030,60.040,12,1,module_a,1,L1,stimulus,target_alarm_onset,动力/推进,space,,pending,,none,none,500
2026-04-02T15:08:31.830,61.840,12,1,module_a,1,L1,marker,A_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:31.830,61.840,12,1,module_a,1,L1,outcome,target_miss,动力/推进,space,,miss,,none,none,504
2026-04-02T15:08:33.023,63.033,12,1,module_a,1,L1,marker,module_A_end,,,,,,none,none,201
2026-04-02T15:08:33.023,63.033,12,1,module_a,1,L1,marker,block_end,,,,,,none,none,401
